rideid,pickuplocation,dropofflocation,distance,ridetype,fare,driverid,customerid,perkmrate,pickupdatetime
ride9706,Borivali,Versova,19.87,UberX,1832.0,driver10,cust540,11.7,2024-06-16 23:47:19
ride9707,Andheri,Kurla,8.37,UberX,1706.21,driver327,cust2167,11.43,2020-01-10 23:49:02
ride9708,Sion,Kurla,15.08,UberPool,645.06,driver93,cust1911,11.66,2024-01-15 15:40:48
ride9709,Bandra,Sion,3.98,UberX,1987.97,driver303,cust1651,26.22,2021-08-15 08:35:14
ride9710,South Mumbai,Borivali,12.78,OlaMicro,949.34,driver194,cust1417,30.4,2023-03-16 17:48:06
ride9711,Malad,South Mumbai,4.64,UberPool,894.46,driver352,cust255,19.82,2023-08-28 14:31:28
ride9712,South Mumbai,Borivali,4.15,UberX,91.55,driver124,cust634,28.62,2020-03-15 08:11:28
ride9713,Borivali,Vashi,2.14,OlaMicro,1533.91,driver269,cust1084,41.89,2021-08-22 15:39:46
ride9714,Dadar,Andheri,7.03,OlaMicro,1665.25,driver136,cust1747,24.17,2020-11-04 19:48:01
ride9715,Colaba,Andheri,6.32,UberX,800.73,driver225,cust522,23.91,2021-03-13 07:16:47
ride9716,Ghatkopar,Borivali,11.71,UberX,77.85,driver378,cust655,21.42,2020-08-04 22:08:59
ride9717,Andheri,Kurla,7.98,OlaMicro,1442.56,driver342,cust2133,12.84,2020-06-09 11:03:33
ride9718,Sion,Colaba,19.71,UberX,369.06,driver21,cust2150,18.24,2022-02-12 12:59:42
ride9719,South Mumbai,Ghatkopar,2.86,UberX,571.64,driver16,cust485,43.86,2024-05-21 09:52:41
ride9720,Thane,Bandra,5.77,OlaMicro,1288.72,driver280,cust542,34.51,2023-04-17 08:35:13
ride9721,Vashi,Bandra,12.91,UberX,974.93,driver417,cust361,32.72,2021-03-12 14:08:41
ride9722,Andheri,Malad,1.2,UberX,233.47,driver47,cust1207,36.87,2024-06-13 17:07:58
ride9723,Ghatkopar,Kurla,13.67,OlaMicro,1810.5,driver344,cust2066,45.21,2022-01-11 22:42:52
ride9724,Borivali,Colaba,17.03,UberPool,1257.3,driver122,cust2201,22.35,2022-04-10 20:22:26
ride9725,Malad,South Mumbai,6.14,UberX,864.33,driver215,cust893,20.94,2023-11-06 09:01:24
ride9726,Ghatkopar,Bandra,3.33,UberX,1777.88,driver236,cust855,18.81,2021-04-12 14:41:25
ride9727,South Mumbai,Kurla,4.68,OlaMicro,1115.26,driver269,cust2183,33.24,2022-06-27 18:50:03
ride9728,Sion,Kurla,8.06,UberPool,1317.73,driver349,cust824,14.83,2022-08-06 12:59:28
ride9729,South Mumbai,Kurla,6.09,OlaMicro,779.72,driver110,cust1712,21.68,2024-05-20 02:36:29
ride9730,Andheri,Ghatkopar,13.14,OlaMicro,1561.82,driver19,cust221,14.61,2023-03-12 21:19:12
ride9731,Borivali,South Mumbai,18.12,UberX,536.47,driver52,cust1099,28.64,2024-04-17 01:38:04
ride9732,Dadar,South Mumbai,19.68,UberPool,1660.47,driver70,cust1386,28.74,2020-06-27 11:36:34
ride9733,Kurla,Andheri,2.66,UberX,732.41,driver111,cust920,25.26,2022-12-14 22:31:08
ride9734,South Mumbai,Kandivali,12.92,UberPool,1612.05,driver290,cust1523,45.41,2022-09-01 06:05:47
ride9735,Dadar,Andheri,9.36,OlaMicro,512.01,driver503,cust129,13.26,2022-11-02 19:21:10
ride9736,South Mumbai,Colaba,9.55,UberX,1498.68,driver512,cust1275,45.2,2023-05-20 06:53:39
ride9737,Kandivali,Colaba,10.64,UberPool,824.69,driver34,cust1114,26.47,2023-02-01 15:19:39
ride9738,Colaba,Andheri,6.39,UberPool,1472.27,driver479,cust1761,47.31,2022-12-18 14:00:57
ride9739,Kurla,Malad,18.65,UberX,1770.2,driver324,cust1807,25.43,2024-05-07 20:26:41
ride9740,Malad,Colaba,10.28,UberX,1517.53,driver93,cust714,48.68,2021-09-03 07:01:37
ride9741,Andheri,Bandra,1.41,UberX,1934.1,driver86,cust150,10.61,2020-01-05 19:32:30
ride9742,Juhu,Versova,14.84,UberX,466.69,driver226,cust1639,23.55,2022-11-28 22:11:58
ride9743,Dadar,Thane,9.5,UberX,1303.58,driver189,cust959,25.35,2021-09-06 23:40:42
ride9744,Versova,Borivali,9.08,OlaMicro,1703.54,driver65,cust1142,38.35,2022-11-10 03:34:22
ride9745,Versova,Juhu,10.74,UberPool,573.44,driver308,cust1381,16.55,2020-02-04 15:59:37
ride9746,Colaba,Sion,7.07,OlaMicro,1570.01,driver227,cust834,48.48,2023-01-11 21:23:43
ride9747,Colaba,Malad,9.84,OlaMicro,1879.02,driver170,cust1907,45.2,2024-09-24 19:53:47
ride9748,Kurla,Borivali,7.55,UberPool,921.28,driver516,cust1818,16.03,2022-09-30 13:30:54
ride9749,Sion,Kandivali,12.07,UberX,1624.22,driver493,cust1241,26.55,2023-11-30 10:04:10
ride9750,Kandivali,Kandivali,5.66,OlaMicro,1030.07,driver38,cust1488,22.63,2020-03-09 08:19:57
ride9751,Juhu,Thane,4.43,UberX,1158.13,driver76,cust879,22.2,2021-12-15 06:44:58
ride9752,Sion,Ghatkopar,5.66,UberX,973.7,driver205,cust1994,28.44,2023-09-24 22:14:26
ride9753,Ghatkopar,South Mumbai,18.55,UberX,1314.43,driver52,cust1570,46.89,2020-06-13 16:14:41
ride9754,Colaba,Vashi,12.34,UberX,1905.23,driver2,cust2020,17.9,2020-08-01 11:54:50
ride9755,Kandivali,Versova,18.09,UberX,598.81,driver298,cust2019,34.28,2022-08-24 10:51:24
ride9756,South Mumbai,Dadar,19.88,UberX,844.72,driver168,cust2211,34.98,2020-04-26 18:40:32
ride9757,Vashi,Malad,5.33,UberPool,1010.23,driver460,cust1046,45.91,2022-08-13 07:17:38
ride9758,Dadar,Juhu,16.8,OlaMicro,1309.07,driver275,cust703,18.93,2021-05-03 20:25:43
ride9759,Andheri,Sion,4.46,UberX,1161.5,driver287,cust1351,18.35,2021-01-19 23:43:06
ride9760,Juhu,South Mumbai,12.68,OlaMicro,592.56,driver485,cust2146,45.85,2022-11-10 12:32:16
ride9761,Borivali,Juhu,19.82,UberX,524.86,driver375,cust1098,18.46,2023-06-12 18:45:12
ride9762,Sion,Kandivali,8.47,OlaMicro,1946.47,driver74,cust1009,16.85,2021-04-01 14:53:25
ride9763,Ghatkopar,Kurla,12.48,OlaMicro,401.98,driver102,cust1741,16.81,2024-01-31 11:52:44
ride9764,Sion,Juhu,19.11,UberPool,1097.55,driver264,cust864,21.94,2021-07-22 01:23:42
ride9765,Colaba,Thane,11.64,UberX,1042.16,driver440,cust262,11.55,2023-12-14 04:19:39
ride9766,Malad,Versova,3.88,UberPool,1653.72,driver150,cust2064,46.11,2021-07-15 17:37:49
ride9767,South Mumbai,Juhu,8.51,OlaMicro,821.47,driver308,cust933,32.99,2022-11-20 10:45:44
ride9768,Colaba,Ghatkopar,7.71,UberPool,862.21,driver388,cust1800,19.81,2024-04-24 23:39:37
ride9769,Juhu,Juhu,4.18,OlaMicro,1605.23,driver216,cust862,42.94,2023-03-17 10:01:05
ride9770,Borivali,Kandivali,12.64,UberX,285.4,driver365,cust731,19.79,2024-07-12 11:20:35
ride9771,Juhu,Sion,13.52,UberX,878.01,driver421,cust1451,15.76,2020-12-01 12:30:47
ride9772,Vashi,Bandra,18.66,UberX,1161.56,driver387,cust1392,39.71,2024-03-01 04:58:49
ride9773,Borivali,Borivali,6.55,OlaMicro,1058.2,driver430,cust1193,37.42,2020-11-05 11:50:25
ride9774,Kandivali,Ghatkopar,16.71,UberX,574.69,driver225,cust486,21.76,2021-01-17 12:13:54
ride9775,Colaba,Bandra,7.3,UberPool,196.07,driver281,cust1760,17.27,2021-04-15 16:09:45
ride9776,South Mumbai,Dadar,15.28,OlaMicro,102.04,driver283,cust806,10.31,2024-09-08 22:34:54
ride9777,Colaba,Malad,5.03,UberX,1206.69,driver422,cust1860,21.42,2021-06-04 08:58:53
ride9778,South Mumbai,South Mumbai,18.68,UberPool,671.01,driver378,cust871,18.87,2020-04-22 18:07:08
ride9779,Juhu,Malad,13.79,UberPool,576.06,driver439,cust68,26.63,2022-11-15 06:54:54
ride9780,Colaba,Kandivali,17.85,OlaMicro,421.96,driver190,cust1052,27.37,2021-09-04 05:17:55
ride9781,Colaba,Kurla,4.76,OlaMicro,1588.15,driver179,cust1487,23.42,2021-03-22 08:04:59
ride9782,Kurla,Dadar,2.31,OlaMicro,504.55,driver265,cust1815,35.21,2023-10-06 11:52:59
ride9783,Juhu,Borivali,18.98,UberPool,1037.14,driver121,cust774,32.16,2024-05-10 12:36:35
ride9784,Thane,Thane,19.04,OlaMicro,957.69,driver395,cust61,46.2,2022-04-01 08:20:45
ride9785,Versova,Ghatkopar,15.69,OlaMicro,1676.81,driver131,cust208,48.16,2021-02-06 23:42:59
ride9786,Vashi,Thane,7.51,UberPool,785.19,driver493,cust1348,25.24,2021-08-30 22:47:18
ride9787,Malad,South Mumbai,9.97,UberPool,1280.39,driver276,cust512,28.64,2020-01-05 03:00:28
ride9788,Borivali,Vashi,16.16,UberPool,1921.16,driver329,cust332,33.91,2021-08-05 03:45:05
ride9789,Versova,Juhu,9.85,UberX,780.09,driver146,cust105,44.27,2020-09-28 12:15:43
ride9790,Thane,Bandra,7.24,UberPool,1075.56,driver30,cust1779,28.91,2022-08-10 12:03:39
ride9791,Vashi,Ghatkopar,6.89,UberPool,217.05,driver244,cust1503,36.38,2021-02-02 22:40:40
ride9792,Malad,Kurla,17.7,OlaMicro,61.76,driver390,cust616,13.46,2021-10-05 17:02:48
ride9793,Dadar,Andheri,12.54,UberPool,109.28,driver391,cust738,21.67,2022-08-04 08:01:17
ride9794,Borivali,Vashi,6.14,OlaMicro,1203.34,driver109,cust1422,33.47,2022-03-30 10:05:04
ride9795,Kandivali,Kurla,2.87,UberPool,575.71,driver293,cust212,15.67,2024-07-08 11:29:11
ride9796,Sion,Dadar,16.27,UberX,859.05,driver226,cust1097,30.68,2020-04-22 15:30:24
ride9797,Andheri,Kandivali,4.21,OlaMicro,876.41,driver272,cust354,24.63,2021-08-05 11:54:45
ride9798,Thane,Versova,2.92,UberPool,985.88,driver320,cust389,35.69,2024-04-07 15:34:12
ride9799,Thane,Juhu,5.82,OlaMicro,1255.64,driver477,cust273,19.77,2024-10-02 07:51:46
ride9800,Ghatkopar,Thane,7.34,UberPool,754.01,driver388,cust364,27.2,2024-10-07 08:24:31
ride9801,Kandivali,Thane,18.55,UberPool,1567.41,driver225,cust2089,45.63,2023-12-06 03:17:39
ride9802,Versova,Colaba,14.84,OlaMicro,1442.29,driver258,cust1169,32.6,2022-08-23 09:50:47
ride9803,Thane,Versova,16.62,OlaMicro,1620.04,driver116,cust581,18.54,2022-12-02 00:52:21
ride9804,Borivali,Kurla,9.64,OlaMicro,801.78,driver28,cust2157,26.72,2020-07-12 23:55:37
ride9805,Thane,Colaba,13.45,UberPool,1167.7,driver37,cust896,18.33,2020-05-20 06:19:21
ride9806,Dadar,Vashi,4.73,OlaMicro,1533.29,driver106,cust1918,27.51,2021-09-11 03:12:59
ride9807,Kandivali,Kurla,13.73,OlaMicro,284.43,driver246,cust78,45.81,2023-02-24 15:26:26
ride9808,Colaba,Thane,17.26,UberPool,552.58,driver283,cust176,14.8,2023-02-09 10:11:50
ride9809,Dadar,Kurla,15.72,UberX,219.36,driver300,cust612,13.5,2022-02-21 01:04:09
ride9810,Thane,Kurla,7.79,UberX,840.7,driver474,cust216,17.23,2021-10-22 00:02:41
ride9811,Juhu,Dadar,6.07,UberX,1933.17,driver127,cust1209,30.64,2022-10-12 20:16:17
ride9812,Colaba,Malad,6.62,UberPool,1387.66,driver49,cust2122,23.45,2024-02-05 09:43:48
ride9813,Colaba,Juhu,10.54,UberX,1551.21,driver251,cust1362,49.72,2023-09-30 02:20:12
ride9814,Sion,Kandivali,1.42,UberX,921.11,driver154,cust219,31.13,2020-07-18 03:31:09
ride9815,Kurla,Andheri,4.45,UberPool,1876.52,driver285,cust1037,30.99,2020-01-16 04:46:17
ride9816,Malad,Vashi,4.76,UberPool,1686.13,driver405,cust2101,11.61,2024-08-19 11:39:39
ride9817,Kurla,Colaba,6.53,UberX,851.62,driver449,cust553,40.45,2024-04-19 20:26:49
ride9818,Thane,Kandivali,1.79,OlaMicro,1532.98,driver241,cust2145,44.09,2022-01-27 04:22:18
ride9819,Borivali,Colaba,6.53,OlaMicro,1819.49,driver14,cust1885,35.18,2024-09-18 16:20:33
ride9820,Kandivali,Thane,6.55,OlaMicro,208.83,driver300,cust1157,13.76,2022-12-14 13:30:52
ride9821,Versova,Andheri,8.55,OlaMicro,1547.69,driver257,cust1150,36.15,2023-10-08 20:03:23
ride9822,Colaba,Borivali,19.05,UberPool,1450.96,driver389,cust1321,20.38,2024-08-30 16:00:16
ride9823,Colaba,Malad,2.05,OlaMicro,1744.84,driver25,cust2004,19.69,2022-06-12 13:56:47
ride9824,Juhu,Malad,17.82,UberX,589.79,driver291,cust573,33.31,2023-12-05 01:12:23
ride9825,Thane,Borivali,19.12,UberPool,1074.18,driver27,cust13,33.27,2024-04-17 13:53:20
ride9826,Colaba,Dadar,3.17,OlaMicro,98.7,driver39,cust470,18.95,2023-02-23 18:21:03
ride9827,Kurla,Thane,17.05,UberX,1236.62,driver90,cust447,44.11,2020-06-24 06:08:58
ride9828,Kandivali,Kandivali,9.8,UberX,1630.55,driver358,cust1740,46.62,2022-10-09 04:00:39
ride9829,Sion,Andheri,2.34,OlaMicro,1607.64,driver348,cust1383,26.28,2020-01-07 07:15:21
ride9830,Versova,Colaba,2.52,UberPool,1238.17,driver306,cust108,17.94,2021-10-08 11:53:34
ride9831,Bandra,Malad,19.8,UberPool,1688.82,driver388,cust1545,16.09,2022-07-18 03:27:26
ride9832,Ghatkopar,Kurla,19.61,OlaMicro,745.04,driver225,cust2213,18.15,2023-04-11 20:13:21
ride9833,Versova,Borivali,12.28,UberPool,973.55,driver38,cust1342,27.91,2021-05-19 19:43:20
ride9834,Ghatkopar,Kandivali,18.39,UberX,1607.57,driver383,cust1506,37.87,2022-07-21 14:14:18
ride9835,Sion,Vashi,1.76,UberPool,1622.93,driver67,cust1186,13.02,2021-03-12 05:55:24
ride9836,Thane,Colaba,16.73,UberPool,1717.06,driver521,cust1078,43.48,2024-04-23 01:16:54
ride9837,South Mumbai,Colaba,15.04,UberPool,760.63,driver404,cust1995,48.57,2023-02-13 07:49:40
ride9838,Kurla,Thane,14.32,UberPool,201.61,driver371,cust1593,28.49,2020-02-21 07:37:50
ride9839,Dadar,Versova,14.74,UberX,805.18,driver219,cust559,26.82,2021-02-22 21:19:12
ride9840,Vashi,Sion,15.79,UberPool,1921.27,driver263,cust1056,37.22,2023-01-12 17:45:42
ride9841,Kandivali,Andheri,9.4,UberPool,402.63,driver302,cust1363,42.63,2023-08-16 20:50:11
ride9842,Malad,Kurla,19.59,OlaMicro,554.68,driver478,cust1676,21.27,2021-12-16 13:37:48
ride9843,Colaba,Versova,7.57,UberPool,1254.43,driver338,cust2132,22.96,2024-01-20 22:39:04
ride9844,Sion,Ghatkopar,9.28,UberX,731.3,driver177,cust1927,38.68,2023-03-17 18:21:28
ride9845,Andheri,Andheri,12.45,UberPool,372.93,driver264,cust1980,32.97,2021-11-08 10:43:02
ride9846,Juhu,Kurla,19.92,OlaMicro,607.91,driver66,cust417,40.3,2021-08-21 17:17:18
ride9847,Juhu,Kandivali,11.07,UberX,1434.33,driver194,cust23,48.52,2023-04-14 07:09:24
ride9848,Borivali,Vashi,12.47,OlaMicro,104.96,driver25,cust837,39.8,2023-12-07 09:59:00
ride9849,Borivali,Juhu,3.55,UberPool,1752.14,driver356,cust121,44.25,2022-03-30 16:03:01
ride9850,Malad,Dadar,18.68,UberX,559.03,driver491,cust1060,43.24,2021-01-19 04:08:04
ride9851,Malad,Vashi,1.9,UberPool,594.16,driver479,cust1759,19.36,2020-09-06 01:02:06
ride9852,Kurla,Ghatkopar,1.67,UberX,894.97,driver300,cust548,12.48,2020-12-30 20:22:00
ride9853,Kandivali,Vashi,3.89,UberX,1318.69,driver354,cust2205,31.03,2023-12-02 15:42:24
ride9854,Thane,Andheri,12.88,UberX,783.83,driver294,cust1837,33.02,2022-12-21 11:28:48
ride9855,Andheri,Colaba,10.12,UberX,1137.93,driver496,cust1675,30.83,2020-04-09 16:38:00
ride9856,Colaba,Versova,18.88,OlaMicro,184.19,driver5,cust957,23.06,2024-05-07 01:25:19
ride9857,Kandivali,Versova,6.0,OlaMicro,1313.54,driver260,cust685,17.6,2023-06-25 01:29:08
ride9858,Sion,Vashi,3.23,OlaMicro,879.72,driver498,cust1065,27.92,2021-05-04 05:24:02
ride9859,Bandra,Malad,4.96,UberX,572.15,driver97,cust424,29.26,2023-03-12 21:56:46
ride9860,Kurla,Dadar,3.78,OlaMicro,1457.95,driver256,cust1363,39.26,2022-01-13 13:06:36
ride9861,Vashi,Malad,5.61,OlaMicro,1520.14,driver496,cust265,28.9,2022-06-14 04:39:23
ride9862,Colaba,Dadar,6.95,UberPool,1036.04,driver119,cust580,11.49,2024-08-19 23:19:41
ride9863,Malad,Juhu,13.74,UberPool,1829.66,driver192,cust2152,18.43,2023-11-03 12:37:48
ride9864,Dadar,Versova,17.35,UberX,1874.31,driver357,cust1548,24.29,2023-09-24 05:48:56
ride9865,Juhu,Sion,2.55,UberX,1152.35,driver508,cust1352,41.22,2021-12-30 03:14:45
ride9866,Colaba,Ghatkopar,2.8,UberPool,744.49,driver363,cust2121,47.69,2024-02-06 01:30:27
ride9867,Dadar,Juhu,6.22,OlaMicro,1087.89,driver300,cust463,33.34,2020-04-03 04:39:21
ride9868,Vashi,Ghatkopar,2.3,OlaMicro,1812.97,driver2,cust748,40.87,2021-04-18 15:50:15
ride9869,Borivali,Juhu,4.34,UberPool,382.7,driver52,cust1116,35.09,2021-01-09 23:22:58
ride9870,Ghatkopar,Malad,6.6,UberX,94.66,driver506,cust372,38.78,2021-02-24 06:14:07
ride9871,Borivali,Sion,17.31,UberX,1040.49,driver263,cust1241,39.82,2023-09-04 21:36:15
ride9872,Bandra,Kandivali,4.82,UberX,155.1,driver403,cust1731,26.18,2022-07-18 14:05:25
ride9873,Kandivali,Dadar,7.44,UberX,867.48,driver138,cust895,46.31,2023-01-28 06:00:54
ride9874,Colaba,Kandivali,15.54,UberPool,72.83,driver362,cust2195,12.46,2023-03-29 21:32:42
ride9875,Vashi,Thane,9.14,UberX,1800.37,driver343,cust947,29.0,2024-05-21 21:15:58
ride9876,Borivali,Thane,16.87,UberPool,872.74,driver120,cust2191,48.6,2022-07-22 20:45:51
ride9877,Vashi,Vashi,14.18,UberPool,1574.02,driver443,cust1778,22.5,2021-07-30 10:39:31
ride9878,Sion,Bandra,7.91,OlaMicro,760.42,driver103,cust668,14.89,2021-12-15 11:18:08
ride9879,Malad,Kurla,19.93,UberX,279.4,driver103,cust567,35.85,2021-04-24 20:11:43
ride9880,Kurla,Bandra,15.3,UberPool,1330.86,driver216,cust951,46.14,2020-09-17 17:17:20
ride9881,Colaba,South Mumbai,15.5,OlaMicro,387.64,driver487,cust389,46.99,2020-05-17 01:04:35
ride9882,Kurla,Kandivali,18.02,OlaMicro,1459.99,driver14,cust922,14.8,2023-08-31 17:43:21
ride9883,Versova,Kurla,15.96,UberX,1550.1,driver36,cust2166,15.9,2021-09-13 21:02:49
ride9884,Bandra,Malad,18.97,UberX,1883.58,driver506,cust1376,18.78,2022-05-16 00:53:40
ride9885,Kandivali,Kurla,11.03,OlaMicro,1209.04,driver252,cust906,13.3,2024-09-20 01:15:06
ride9886,Ghatkopar,Andheri,2.53,OlaMicro,545.0,driver293,cust1386,39.46,2022-09-24 22:03:09
ride9887,Dadar,Kandivali,13.8,UberX,980.37,driver511,cust2125,39.03,2020-09-13 02:18:03
ride9888,Sion,Kurla,1.94,UberPool,384.13,driver344,cust2033,24.71,2022-10-25 17:18:36
ride9889,Andheri,Borivali,8.22,OlaMicro,1605.09,driver407,cust1650,45.07,2021-10-04 21:34:24
ride9890,Ghatkopar,Malad,1.15,UberX,65.98,driver493,cust673,13.87,2022-08-13 09:52:18
ride9891,Versova,Juhu,15.43,UberX,1460.09,driver344,cust933,31.7,2021-11-09 12:41:29
ride9892,South Mumbai,Colaba,18.43,OlaMicro,1895.27,driver419,cust1174,49.25,2022-06-27 09:01:34
ride9893,Bandra,Dadar,13.66,UberX,1657.55,driver477,cust1196,33.14,2024-10-01 19:44:55
ride9894,Andheri,South Mumbai,5.83,UberX,1242.4,driver381,cust2115,49.7,2020-12-01 00:16:56
ride9895,Vashi,Versova,13.64,OlaMicro,898.0,driver493,cust1622,42.35,2021-04-07 02:15:44
ride9896,Borivali,Borivali,17.98,OlaMicro,1498.07,driver376,cust1100,38.01,2024-02-14 23:37:05
ride9897,Sion,Dadar,18.2,OlaMicro,461.61,driver476,cust1921,11.43,2022-06-15 14:04:53
ride9898,Vashi,Bandra,19.17,OlaMicro,117.89,driver440,cust1763,33.23,2023-08-30 16:35:34
ride9899,Dadar,Colaba,9.08,UberX,268.93,driver127,cust1349,43.86,2022-11-14 13:33:26
ride9900,Kandivali,Bandra,3.0,UberX,743.31,driver406,cust469,25.45,2020-12-19 09:07:58
ride9901,Malad,Colaba,1.51,UberX,697.9,driver209,cust2091,38.26,2021-08-24 07:41:01
ride9902,Vashi,Colaba,6.5,UberX,1141.45,driver140,cust674,36.24,2021-01-26 01:00:24
ride9903,Sion,Thane,3.76,OlaMicro,1281.51,driver16,cust46,26.18,2022-09-23 17:17:25
ride9904,Dadar,Andheri,8.32,UberPool,1549.9,driver71,cust1856,16.41,2021-08-20 23:10:38
ride9905,South Mumbai,Vashi,11.72,UberX,616.8,driver132,cust717,27.5,2020-08-19 14:12:53
ride9906,Bandra,Ghatkopar,9.32,UberPool,135.21,driver200,cust2136,40.7,2020-02-10 21:57:30
ride9907,Dadar,Andheri,5.84,OlaMicro,1324.7,driver331,cust1198,38.79,2024-06-27 10:41:03
ride9908,Bandra,Kurla,5.17,UberX,745.42,driver377,cust1901,33.82,2022-02-24 01:06:18
ride9909,Andheri,Versova,12.54,UberPool,1323.58,driver374,cust518,31.88,2024-05-11 12:46:09
ride9910,Versova,Malad,14.66,OlaMicro,1635.67,driver327,cust1274,28.88,2023-02-07 17:06:08
ride9911,Juhu,Bandra,8.25,UberX,1165.69,driver201,cust1648,25.15,2022-02-03 13:38:43
ride9912,Bandra,Juhu,13.73,UberPool,841.7,driver146,cust2109,10.43,2023-04-10 10:38:30
ride9913,Borivali,Versova,16.89,UberX,1883.09,driver211,cust552,16.27,2022-09-21 12:12:36
ride9914,Versova,Vashi,9.05,UberX,1994.61,driver105,cust242,14.51,2022-10-14 23:47:07
ride9915,Thane,Bandra,6.82,UberPool,1939.89,driver228,cust1891,20.41,2021-11-02 09:02:57
ride9916,Dadar,Bandra,13.78,UberX,1606.4,driver420,cust399,32.31,2023-05-06 23:03:20
ride9917,Versova,Sion,10.59,UberPool,434.98,driver76,cust584,42.28,2022-01-12 23:00:53
ride9918,Versova,Bandra,1.11,UberX,1298.91,driver264,cust132,15.22,2020-05-26 08:25:29
ride9919,Borivali,Borivali,6.42,UberX,1450.62,driver157,cust380,20.56,2024-05-11 18:35:16
ride9920,Versova,South Mumbai,2.96,OlaMicro,227.92,driver327,cust1165,12.17,2020-08-23 08:36:17
ride9921,Vashi,Thane,15.68,OlaMicro,168.93,driver258,cust712,10.43,2023-09-12 06:53:05
ride9922,Malad,Dadar,4.7,UberX,1371.37,driver192,cust1780,30.52,2021-06-22 11:10:59
ride9923,Colaba,Kurla,17.59,UberX,1927.46,driver341,cust786,31.46,2023-02-22 17:56:15
ride9924,Bandra,Sion,1.17,UberPool,219.55,driver88,cust1439,45.76,2024-02-11 17:50:21
ride9925,Kandivali,Juhu,6.89,UberPool,1497.27,driver406,cust387,17.76,2024-06-16 13:23:45
ride9926,Colaba,Kurla,2.37,UberPool,1536.52,driver270,cust1861,19.05,2023-12-29 13:24:57
ride9927,Ghatkopar,South Mumbai,12.94,OlaMicro,1073.79,driver37,cust1644,13.78,2022-10-02 17:49:43
ride9928,Andheri,Ghatkopar,19.08,UberX,1654.66,driver103,cust281,30.2,2022-08-19 00:44:34
ride9929,Colaba,Bandra,16.82,UberX,1903.59,driver25,cust1850,29.5,2024-05-02 08:02:49
ride9930,Versova,South Mumbai,8.72,UberPool,891.63,driver275,cust937,37.15,2023-09-18 12:38:47
ride9931,Sion,Kurla,13.32,UberPool,1072.12,driver287,cust1654,19.07,2022-07-13 09:27:30
ride9932,Sion,Sion,6.53,UberPool,1328.41,driver214,cust116,12.87,2020-04-21 19:47:24
ride9933,Kandivali,Versova,6.92,OlaMicro,1768.38,driver166,cust1499,41.6,2022-09-12 13:04:57
ride9934,Dadar,Vashi,5.21,OlaMicro,773.93,driver236,cust495,19.08,2024-08-28 02:04:21
ride9935,Juhu,Dadar,18.86,OlaMicro,1890.69,driver319,cust1846,16.88,2023-07-03 11:00:40
ride9936,Colaba,Vashi,11.94,UberPool,1987.09,driver190,cust2100,49.08,2020-04-22 19:42:00
ride9937,Dadar,Kandivali,19.72,UberPool,1574.31,driver264,cust747,45.03,2022-11-12 02:54:55
ride9938,Vashi,South Mumbai,5.55,OlaMicro,218.51,driver192,cust1855,45.82,2024-04-12 17:35:01
ride9939,South Mumbai,Kurla,6.27,UberPool,1462.52,driver467,cust1955,12.05,2023-04-26 19:00:31
ride9940,Kandivali,Sion,7.93,UberX,108.16,driver492,cust2162,48.4,2024-06-18 22:22:18
ride9941,Kandivali,Juhu,13.73,UberPool,642.5,driver488,cust899,10.15,2022-05-13 17:32:30
ride9942,Bandra,Versova,8.81,OlaMicro,1670.39,driver10,cust2073,48.06,2024-04-25 12:48:45
ride9943,Thane,South Mumbai,4.38,UberPool,1166.01,driver470,cust729,27.27,2022-08-29 07:40:44
ride9944,Sion,Thane,13.65,UberPool,1566.72,driver476,cust1649,48.15,2024-07-02 03:43:43
ride9945,Versova,Dadar,12.48,OlaMicro,930.66,driver507,cust565,30.02,2022-03-06 07:04:31
ride9946,Kandivali,Kandivali,5.82,UberPool,438.78,driver354,cust896,15.79,2020-12-14 17:37:15
ride9947,Juhu,Juhu,12.82,UberPool,678.93,driver493,cust1592,31.84,2021-10-14 05:30:01
ride9948,Dadar,Kandivali,10.45,OlaMicro,1297.73,driver176,cust1731,30.27,2021-02-02 08:22:32
ride9949,Juhu,Malad,2.56,UberX,1195.54,driver341,cust1797,36.51,2023-03-05 03:05:37
ride9950,Borivali,South Mumbai,8.78,UberPool,1797.43,driver200,cust476,20.0,2020-11-18 18:26:16
ride9951,Juhu,Bandra,6.03,UberPool,643.09,driver103,cust770,28.79,2022-05-31 13:34:22
ride9952,Vashi,Sion,9.14,OlaMicro,1949.71,driver184,cust232,48.34,2023-02-05 06:53:51
